IA,IB,IC,IP,IG,VA(kV),VB(kV),VC(kV),VS(kV),V1MEM,FREQ,VDC,IAL,IBL,ICL,IAX,IBX,ICX,IAY,IBY,ICY,IAT,IBT,ICT
209.0,-124.0,-114.0,-8.0,-29.0,-92.0,52.4,38.2,-91.5,-1.6,60.06,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
183.0,-189.0,-29.0,-8.0,-35.0,-83.1,76.1,7.7,-84.3,-1.6,60.06,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
139.0,-219.0,45.0,-8.0,-34.0,-59.9,89.9,-31.5,-57.9,-8.2,60.06,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
54.0,-219.0,129.0,-6.0,-35.0,-29.5,90.7,-59.8,-31.7,-8.2,60.06,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-14.0,-193.0,175.0,-7.0,-32.0,6.4,75.4,-83.3,8.9,-8.2,60.06,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-105.0,-127.0,201.0,-8.0,-32.0,40.3,51.4,-91.5,38.0,-8.2,60.06,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-163.0,-60.0,195.0,-7.0,-28.0,70.1,15.8,-86.4,71.7,1.6,60.06,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-211.0,28.0,154.0,-6.0,-29.0,86.5,-17.1,-69.6,86.2,1.6,60.06,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-220.0,99.0,94.0,-9.0,-27.0,92.0,-53.2,-37.8,91.7,1.6,60.06,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-197.0,162.0,12.0,-7.0,-23.0,83.0,-76.9,-7.3,84.4,1.6,60.06,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-155.0,190.0,-63.0,-9.0,-28.0,59.5,-90.4,31.9,57.8,8.0,60.06,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-74.0,194.0,-142.0,-7.0,-21.0,28.6,-91.0,60.5,31.2,8.0,60.06,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-7.0,168.0,-188.0,-8.0,-27.0,-7.2,-75.6,83.9,-9.4,8.0,60.06,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
85.0,104.0,-214.0,-8.0,-25.0,-41.3,-51.2,91.8,-38.6,8.0,60.06,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
141.0,36.0,-208.0,-8.0,-31.0,-71.2,-15.3,86.7,-72.6,-1.6,60.06,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
189.0,-52.0,-166.0,-8.0,-29.0,-87.2,17.3,69.7,-86.7,-1.6,60.06,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
199.0,-120.0,-107.0,-8.0,-28.0,-92.5,53.5,37.5,-91.9,-1.6,60.06,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
174.0,-184.0,-23.0,-7.0,-33.0,-83.2,77.2,6.7,-84.4,-1.6,60.06,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
132.0,-213.0,51.0,-7.0,-30.0,-59.6,90.6,-32.5,-57.7,-7.7,60.06,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
51.0,-215.0,129.0,-8.0,-35.0,-28.5,90.9,-61.0,-30.8,-7.7,60.06,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-15.0,-190.0,175.0,-7.0,-29.0,7.5,75.4,-84.4,10.0,-7.7,60.06,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-107.0,-125.0,201.0,-7.0,-31.0,41.6,50.9,-92.2,39.2,-7.7,60.06,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-162.0,-58.0,194.0,-6.0,-26.0,71.3,15.1,-86.9,73.0,1.5,60.06,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-207.0,28.0,151.0,-9.0,-29.0,87.3,-17.7,-69.9,87.1,1.5,60.06,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-218.0,97.0,92.0,-7.0,-29.0,92.4,-53.9,-37.4,92.0,1.5,60.06,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-196.0,160.0,9.0,-8.0,-27.0,82.9,-77.5,-6.5,84.3,1.5,60.06,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-154.0,187.0,-64.0,-9.0,-31.0,59.1,-90.9,32.8,57.4,7.5,60.06,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-72.0,192.0,-139.0,-7.0,-19.0,27.9,-91.0,61.4,30.4,7.5,60.06,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-6.0,164.0,-186.0,-8.0,-27.0,-7.9,-75.5,84.5,-10.3,7.5,60.06,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
85.0,102.0,-211.0,-7.0,-25.0,-42.0,-50.8,92.3,-39.4,7.5,60.06,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
139.0,35.0,-206.0,-8.0,-32.0,-71.9,-14.8,86.9,-73.4,-1.5,60.06,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
184.0,-52.0,-163.0,-7.0,-30.0,-87.8,17.8,69.8,-87.4,-1.5,60.06,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
196.0,-123.0,-104.0,-7.0,-31.0,-92.7,54.0,37.2,-92.2,-1.5,60.06,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
171.0,-183.0,-23.0,-7.0,-35.0,-83.2,77.8,6.2,-84.4,-1.5,60.06,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
130.0,-212.0,52.0,-7.0,-30.0,-59.5,91.0,-33.0,-57.6,-7.2,60.06,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
48.0,-215.0,128.0,-8.0,-40.0,-28.1,91.1,-61.5,-30.6,-7.2,60.06,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-16.0,-187.0,175.0,-7.0,-28.0,7.9,75.5,-84.9,10.5,-7.2,60.06,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-108.0,-124.0,199.0,-8.0,-33.0,42.0,50.7,-92.6,39.7,-7.2,60.06,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-163.0,-60.0,192.0,-7.0,-32.0,71.8,14.7,-87.0,73.5,1.4,60.06,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-206.0,30.0,151.0,-7.0,-25.0,87.8,-18.2,-69.8,87.5,1.4,60.06,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-217.0,98.0,92.0,-8.0,-27.0,92.6,-54.4,-37.1,92.2,1.4,60.06,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-196.0,160.0,10.0,-7.0,-26.0,82.9,-78.0,-6.1,84.3,1.4,60.06,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-152.0,187.0,-63.0,-9.0,-27.0,59.1,-91.2,33.1,57.4,7.0,60.06,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-71.0,189.0,-139.0,-8.0,-21.0,27.7,-91.3,61.8,30.3,7.0,60.06,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-6.0,165.0,-186.0,-9.0,-26.0,-8.2,-75.6,84.9,-10.5,7.0,60.06,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
85.0,101.0,-209.0,-7.0,-24.0,-42.4,-50.7,92.5,-39.7,7.0,60.06,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
140.0,32.0,-202.0,-8.0,-29.0,-72.3,-14.5,87.0,-73.7,-1.4,60.06,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
185.0,-53.0,-163.0,-8.0,-30.0,-88.2,18.3,69.8,-87.8,-1.4,60.06,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
195.0,-120.0,-103.0,-7.0,-29.0,-92.9,54.4,37.0,-92.4,-1.4,60.06,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
169.0,-184.0,-22.0,-7.0,-37.0,-83.2,78.1,5.9,-84.4,-1.4,60.06,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
129.0,-212.0,51.0,-8.0,-32.0,-59.4,91.3,-33.3,-57.5,-6.8,60.06,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
48.0,-213.0,129.0,-8.0,-36.0,-27.9,91.3,-61.9,-30.3,-6.8,60.06,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-19.0,-186.0,173.0,-7.0,-32.0,8.2,75.5,-85.2,10.8,-6.8,60.06,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-108.0,-121.0,197.0,-6.0,-32.0,42.4,50.5,-92.8,40.1,-6.8,60.06,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-163.0,-57.0,190.0,-8.0,-30.0,72.2,14.3,-87.1,73.9,1.3,60.06,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-209.0,29.0,150.0,-8.0,-30.0,88.1,-18.6,-69.8,87.9,1.3,60.06,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-217.0,97.0,89.0,-6.0,-30.0,92.7,-54.7,-36.8,92.4,1.3,60.06,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-192.0,160.0,9.0,-9.0,-23.0,82.9,-78.3,-5.7,84.3,1.3,60.06,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-152.0,187.0,-63.0,-8.0,-27.0,58.9,-91.4,33.5,57.2,6.6,60.05,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-70.0,189.0,-139.0,-8.0,-20.0,27.3,-91.3,62.2,29.9,6.6,60.05,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-6.0,162.0,-185.0,-7.0,-28.0,-8.6,-75.5,85.2,-11.0,6.6,60.05,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
85.0,98.0,-209.0,-8.0,-26.0,-42.8,-50.5,92.8,-40.1,6.6,60.05,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
140.0,35.0,-202.0,-8.0,-27.0,-72.7,-14.2,87.1,-74.1,-1.3,60.05,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
184.0,-53.0,-161.0,-8.0,-30.0,-88.4,18.5,69.7,-88.0,-1.3,60.05,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
193.0,-121.0,-100.0,-7.0,-28.0,-93.0,54.8,36.7,-92.5,-1.3,60.05,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
169.0,-183.0,-21.0,-7.0,-35.0,-83.2,78.4,5.6,-84.4,-1.3,60.05,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
126.0,-209.0,52.0,-7.0,-31.0,-59.2,91.4,-33.7,-57.3,-6.4,60.05,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
46.0,-212.0,129.0,-6.0,-36.0,-27.5,91.3,-62.3,-30.0,-6.4,60.05,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-17.0,-184.0,173.0,-7.0,-28.0,8.7,75.4,-85.5,11.2,-6.4,60.05,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-109.0,-121.0,195.0,-6.0,-35.0,42.8,50.4,-92.9,40.4,-6.4,60.05,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-161.0,-54.0,188.0,-8.0,-27.0,72.5,14.0,-87.1,74.2,1.3,60.05,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-206.0,29.0,147.0,-7.0,-30.0,88.3,-18.8,-69.7,88.1,1.3,60.05,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-217.0,98.0,88.0,-7.0,-30.0,92.8,-55.1,-36.6,92.4,1.3,60.05,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-191.0,160.0,9.0,-8.0,-22.0,82.9,-78.6,-5.5,84.2,1.3,60.05,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-149.0,184.0,-64.0,-8.0,-29.0,58.8,-91.5,33.8,57.0,6.2,60.02,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-70.0,187.0,-140.0,-8.0,-23.0,27.0,-91.3,62.5,29.7,6.2,60.02,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-3.0,162.0,-183.0,-7.0,-25.0,-8.9,-75.4,85.4,-11.3,6.2,60.02,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
86.0,97.0,-208.0,-9.0,-25.0,-43.2,-50.3,92.9,-40.5,6.2,60.02,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
140.0,34.0,-202.0,-9.0,-28.0,-72.9,-14.0,87.0,-74.4,-1.2,60.02,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
183.0,-56.0,-160.0,-8.0,-33.0,-88.6,18.9,69.6,-88.2,-1.2,60.02,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
191.0,-121.0,-100.0,-7.0,-30.0,-93.1,55.1,36.5,-92.5,-1.2,60.02,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
168.0,-183.0,-21.0,-8.0,-36.0,-83.1,78.6,5.3,-84.4,-1.2,60.02,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
125.0,-209.0,52.0,-7.0,-32.0,-59.0,91.6,-33.9,-57.1,-6.0,60.02,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
44.0,-209.0,129.0,-7.0,-36.0,-27.3,91.3,-62.6,-29.8,-6.0,60.02,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-20.0,-185.0,172.0,-7.0,-33.0,8.8,75.3,-85.7,11.4,-6.0,60.02,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-108.0,-120.0,195.0,-7.0,-33.0,43.0,50.2,-93.0,40.6,-6.0,60.02,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-163.0,-56.0,187.0,-7.0,-32.0,72.7,13.8,-87.0,74.4,1.2,60.02,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-206.0,30.0,145.0,-8.0,-31.0,88.4,-19.1,-69.6,88.2,1.2,60.02,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-215.0,98.0,86.0,-7.0,-31.0,92.8,-55.4,-36.3,92.4,1.2,60.02,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-191.0,160.0,9.0,-7.0,-22.0,82.8,-78.8,-5.2,84.2,1.2,60.02,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-147.0,185.0,-65.0,-9.0,-27.0,58.6,-91.7,34.1,56.9,5.8,60.02,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-66.0,187.0,-139.0,-8.0,-18.0,26.8,-91.3,62.7,29.5,5.8,60.02,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-3.0,161.0,-185.0,-9.0,-27.0,-9.1,-75.4,85.6,-11.5,5.8,60.02,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
86.0,96.0,-208.0,-8.0,-26.0,-43.3,-50.2,92.9,-40.7,5.8,60.02,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
138.0,31.0,-200.0,-8.0,-31.0,-73.1,-13.7,87.0,-74.6,-1.1,60.02,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
183.0,-56.0,-161.0,-8.0,-34.0,-88.7,19.1,69.5,-88.4,-1.1,60.02,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
192.0,-121.0,-99.0,-8.0,-28.0,-93.1,55.3,36.3,-92.6,-1.1,60.02,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
167.0,-183.0,-21.0,-7.0,-37.0,-83.1,78.8,5.1,-84.3,-1.1,60.02,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
125.0,-208.0,53.0,-6.0,-30.0,-58.9,91.7,-34.2,-57.0,-5.6,60.02,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
45.0,-209.0,129.0,-7.0,-35.0,-27.1,91.3,-62.8,-29.6,-5.6,60.02,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-19.0,-184.0,172.0,-8.0,-31.0,9.1,75.2,-85.8,11.7,-5.6,60.02,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-109.0,-119.0,195.0,-7.0,-33.0,43.2,50.1,-93.1,40.8,-5.6,60.02,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-162.0,-53.0,186.0,-7.0,-30.0,72.9,13.6,-87.0,74.6,1.1,60.02,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-205.0,32.0,146.0,-7.0,-26.0,88.6,-19.4,-69.5,88.4,1.1,60.02,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-213.0,99.0,85.0,-8.0,-29.0,92.9,-55.6,-36.2,92.5,1.1,60.02,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-190.0,158.0,9.0,-7.0,-22.0,82.7,-79.0,-4.9,84.1,1.1,60.02,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-148.0,186.0,-66.0,-8.0,-28.0,58.5,-91.7,34.3,56.7,5.4,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-67.0,187.0,-139.0,-8.0,-19.0,26.6,-91.3,63.0,29.2,5.4,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-3.0,160.0,-185.0,-8.0,-28.0,-9.4,-75.2,85.7,-11.8,5.4,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
87.0,96.0,-208.0,-7.0,-25.0,-43.6,-50.0,93.1,-41.0,5.4,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
