IA,IB,IC,IP,IG,VA(kV),VB(kV),VC(kV),VS(kV),V1MEM,FREQ,VDC,IAL,IBL,ICL,IAX,IBX,ICX,IAY,IBY,ICY,IAT,IBT,ICT
141.0,25.0,-195.0,-7.0,-28.0,-74.5,-11.7,86.3,-76.0,-0.5,60.0,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
182.0,-58.0,-154.0,-9.0,-30.0,-89.3,21.1,68.0,-89.0,-0.5,60.0,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
190.0,-125.0,-94.0,-8.0,-29.0,-92.7,57.0,34.1,-92.1,-0.5,60.0,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
162.0,-182.0,-15.0,-8.0,-34.0,-82.0,79.9,3.0,-83.2,-0.5,60.0,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
118.0,-208.0,56.0,-8.0,-34.0,-57.2,92.2,-36.3,-55.3,-2.9,60.0,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
39.0,-206.0,129.0,-7.0,-38.0,-24.9,91.0,-64.7,-27.4,-2.9,60.0,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-24.0,-177.0,172.0,-8.0,-29.0,11.4,73.9,-86.8,13.9,-2.9,60.0,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-114.0,-113.0,192.0,-7.0,-35.0,45.5,48.1,-93.5,43.1,-2.9,60.0,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-163.0,-49.0,181.0,-7.0,-31.0,74.4,11.4,-86.4,76.1,0.5,60.0,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-204.0,36.0,139.0,-6.0,-29.0,89.4,-21.6,-68.1,89.1,0.5,60.0,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-213.0,101.0,79.0,-7.0,-34.0,92.8,-57.6,-34.1,92.4,0.5,60.0,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-184.0,161.0,2.0,-8.0,-21.0,81.5,-80.3,-2.5,83.0,0.5,60.0,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-141.0,184.0,-71.0,-7.0,-28.0,56.5,-92.3,36.8,54.7,2.9,60.0,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-63.0,185.0,-143.0,-8.0,-20.0,24.1,-90.7,64.9,26.8,2.9,60.0,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
1.0,154.0,-183.0,-7.0,-28.0,-11.8,-73.6,86.5,-14.2,2.9,60.0,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
90.0,89.0,-204.0,-7.0,-25.0,-45.7,-47.9,93.2,-43.1,2.9,60.0,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
143.0,23.0,-195.0,-8.0,-29.0,-74.7,-11.4,86.2,-76.2,-0.5,60.0,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
182.0,-58.0,-151.0,-7.0,-27.0,-89.4,21.4,67.9,-89.1,-0.5,60.0,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
188.0,-125.0,-93.0,-6.0,-30.0,-92.7,57.3,33.9,-92.2,-0.5,60.0,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
161.0,-183.0,-15.0,-6.0,-37.0,-81.9,80.1,2.7,-83.2,-0.5,60.0,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
117.0,-208.0,57.0,-7.0,-34.0,-57.0,92.2,-36.6,-55.1,-2.8,60.0,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
38.0,-206.0,130.0,-7.0,-38.0,-24.7,90.9,-64.9,-27.2,-2.8,60.0,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-24.0,-178.0,171.0,-7.0,-32.0,11.6,73.8,-86.9,14.2,-2.8,60.0,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-111.0,-112.0,193.0,-7.0,-31.0,45.6,48.0,-93.5,43.2,-2.8,60.0,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-162.0,-49.0,182.0,-8.0,-28.0,74.7,11.2,-86.2,76.3,0.5,60.0,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-204.0,37.0,140.0,-7.0,-26.0,89.5,-21.8,-67.9,89.2,0.5,60.0,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-212.0,103.0,79.0,-7.0,-30.0,92.8,-57.8,-33.8,92.4,0.5,60.0,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-184.0,160.0,1.0,-8.0,-23.0,81.4,-80.4,-2.3,83.0,0.5,60.0,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-141.0,185.0,-71.0,-9.0,-27.0,56.4,-92.4,37.0,54.5,2.7,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-60.0,184.0,-144.0,-8.0,-20.0,23.9,-90.7,65.0,26.6,2.7,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
2.0,153.0,-185.0,-7.0,-30.0,-12.1,-73.5,86.7,-14.5,2.7,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
90.0,87.0,-206.0,-8.0,-28.0,-46.1,-47.7,93.2,-43.4,2.7,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
140.0,24.0,-196.0,-8.0,-32.0,-74.9,-11.2,86.1,-76.3,-0.4,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
181.0,-61.0,-152.0,-9.0,-33.0,-89.5,21.7,67.7,-89.2,-0.4,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
189.0,-125.0,-93.0,-8.0,-29.0,-92.7,57.5,33.7,-92.2,-0.4,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
161.0,-183.0,-14.0,-7.0,-36.0,-81.9,80.2,2.5,-83.1,-0.4,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
117.0,-207.0,58.0,-8.0,-32.0,-56.8,92.3,-36.8,-54.9,-2.6,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
39.0,-206.0,131.0,-8.0,-35.0,-24.4,90.9,-65.1,-26.9,-2.6,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-25.0,-177.0,172.0,-8.0,-31.0,11.8,73.6,-86.9,14.4,-2.6,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-112.0,-111.0,192.0,-8.0,-32.0,45.9,47.7,-93.5,43.5,-2.6,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-166.0,-49.0,183.0,-6.0,-31.0,74.8,10.9,-86.1,76.5,0.4,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-204.0,37.0,139.0,-8.0,-28.0,89.6,-22.1,-67.7,89.3,0.4,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-211.0,103.0,78.0,-7.0,-30.0,92.8,-58.1,-33.5,92.4,0.4,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-183.0,161.0,2.0,-9.0,-20.0,81.4,-80.5,-2.1,82.9,0.4,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-140.0,186.0,-70.0,-8.0,-24.0,56.2,-92.4,37.2,54.4,2.5,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-61.0,182.0,-143.0,-8.0,-23.0,23.7,-90.7,65.2,26.4,2.5,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
3.0,154.0,-186.0,-8.0,-28.0,-12.3,-73.4,86.7,-14.7,2.5,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
90.0,88.0,-204.0,-8.0,-26.0,-46.3,-47.5,93.2,-43.7,2.5,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
141.0,23.0,-193.0,-7.0,-28.0,-75.0,-10.9,86.1,-76.5,-0.4,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
182.0,-59.0,-151.0,-8.0,-28.0,-89.6,22.0,67.5,-89.3,-0.4,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
190.0,-125.0,-91.0,-8.0,-25.0,-92.7,57.8,33.4,-92.1,-0.4,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
162.0,-183.0,-14.0,-7.0,-34.0,-81.7,80.4,2.2,-83.0,-0.4,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
118.0,-207.0,57.0,-8.0,-32.0,-56.6,92.3,-37.1,-54.7,-2.4,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
37.0,-206.0,131.0,-7.0,-38.0,-24.1,90.8,-65.4,-26.6,-2.4,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-25.0,-176.0,172.0,-7.0,-29.0,12.1,73.5,-87.1,14.6,-2.4,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-112.0,-110.0,192.0,-7.0,-31.0,46.1,47.5,-93.5,43.7,-2.4,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-163.0,-46.0,182.0,-8.0,-27.0,75.0,10.7,-86.1,76.6,0.4,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-203.0,38.0,138.0,-7.0,-26.0,89.6,-22.3,-67.6,89.4,0.4,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-211.0,103.0,80.0,-7.0,-28.0,92.8,-58.3,-33.3,92.3,0.4,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-183.0,161.0,0.0,-8.0,-22.0,81.3,-80.7,-1.9,82.8,0.4,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-141.0,184.0,-72.0,-7.0,-29.0,56.0,-92.5,37.5,54.2,2.4,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-60.0,184.0,-144.0,-8.0,-20.0,23.4,-90.6,65.5,26.1,2.4,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
5.0,154.0,-185.0,-9.0,-26.0,-12.5,-73.2,86.8,-14.9,2.4,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
92.0,88.0,-203.0,-7.0,-24.0,-46.5,-47.3,93.3,-43.8,2.4,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
141.0,24.0,-195.0,-8.0,-29.0,-75.2,-10.7,86.0,-76.7,-0.4,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
182.0,-60.0,-151.0,-9.0,-29.0,-89.7,22.1,67.4,-89.3,-0.4,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
188.0,-126.0,-92.0,-9.0,-30.0,-92.7,58.0,33.1,-92.1,-0.4,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
161.0,-182.0,-13.0,-7.0,-33.0,-81.6,80.5,2.0,-82.9,-0.4,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
117.0,-208.0,58.0,-8.0,-33.0,-56.4,92.4,-37.4,-54.5,-2.3,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
38.0,-204.0,130.0,-7.0,-35.0,-23.9,90.8,-65.6,-26.4,-2.3,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-27.0,-176.0,172.0,-6.0,-31.0,12.3,73.3,-87.2,14.9,-2.3,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-114.0,-111.0,193.0,-7.0,-32.0,46.4,47.3,-93.6,44.0,-2.3,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-166.0,-47.0,181.0,-7.0,-32.0,75.1,10.4,-86.0,76.8,0.4,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-205.0,38.0,139.0,-7.0,-28.0,89.7,-22.5,-67.4,89.5,0.4,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-210.0,103.0,79.0,-8.0,-28.0,92.8,-58.5,-33.1,92.3,0.4,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-185.0,161.0,-1.0,-7.0,-26.0,81.2,-80.8,-1.6,82.7,0.4,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-139.0,184.0,-72.0,-7.0,-27.0,55.8,-92.6,37.8,53.9,2.2,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-60.0,182.0,-145.0,-7.0,-24.0,23.2,-90.6,65.7,25.9,2.2,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
3.0,153.0,-185.0,-8.0,-28.0,-12.8,-73.0,87.0,-15.3,2.2,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
92.0,89.0,-206.0,-8.0,-25.0,-46.8,-47.1,93.3,-44.1,2.2,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
141.0,24.0,-194.0,-7.0,-28.0,-75.4,-10.4,85.9,-76.9,-0.4,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
183.0,-60.0,-149.0,-8.0,-26.0,-89.7,22.4,67.2,-89.4,-0.4,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
187.0,-127.0,-91.0,-7.0,-31.0,-92.7,58.3,32.8,-92.1,-0.4,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
161.0,-183.0,-14.0,-8.0,-36.0,-81.5,80.7,1.7,-82.8,-0.4,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
117.0,-207.0,59.0,-6.0,-31.0,-56.2,92.4,-37.6,-54.3,-2.1,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
35.0,-205.0,134.0,-7.0,-36.0,-23.5,90.8,-65.8,-26.1,-2.1,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-27.0,-177.0,173.0,-6.0,-31.0,12.6,73.1,-87.3,15.1,-2.1,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-115.0,-111.0,193.0,-7.0,-33.0,46.7,47.0,-93.6,44.2,-2.1,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-165.0,-45.0,181.0,-7.0,-29.0,75.3,10.2,-85.9,76.9,0.3,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-204.0,39.0,139.0,-6.0,-25.0,89.8,-22.8,-67.3,89.5,0.3,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-211.0,104.0,78.0,-7.0,-29.0,92.8,-58.7,-32.9,92.3,0.3,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-182.0,161.0,0.0,-7.0,-21.0,81.1,-80.9,-1.4,82.6,0.3,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-139.0,184.0,-73.0,-8.0,-28.0,55.6,-92.6,38.0,53.8,2.1,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-58.0,183.0,-145.0,-8.0,-20.0,22.9,-90.6,65.9,25.6,2.1,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
5.0,152.0,-185.0,-8.0,-28.0,-13.0,-72.9,87.1,-15.5,2.1,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
92.0,87.0,-207.0,-8.0,-28.0,-47.0,-46.8,93.3,-44.4,2.1,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
143.0,24.0,-195.0,-8.0,-28.0,-75.6,-10.2,85.8,-77.0,-0.3,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
181.0,-62.0,-151.0,-7.0,-33.0,-89.8,22.7,67.0,-89.5,-0.3,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
189.0,-126.0,-91.0,-6.0,-28.0,-92.7,58.5,32.6,-92.1,-0.3,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
160.0,-185.0,-12.0,-7.0,-37.0,-81.4,80.8,1.4,-82.7,-0.3,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
116.0,-207.0,59.0,-7.0,-32.0,-56.0,92.5,-37.9,-54.1,-2.0,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
36.0,-205.0,131.0,-7.0,-38.0,-23.4,90.7,-66.0,-25.9,-2.0,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-28.0,-174.0,173.0,-7.0,-28.0,12.8,73.0,-87.3,15.4,-2.0,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-115.0,-109.0,192.0,-8.0,-32.0,46.9,46.8,-93.6,44.5,-2.0,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-165.0,-46.0,180.0,-8.0,-31.0,75.5,9.9,-85.8,77.1,0.3,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-205.0,40.0,138.0,-7.0,-26.0,89.9,-23.1,-67.0,89.6,0.3,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-210.0,105.0,77.0,-6.0,-28.0,92.7,-59.0,-32.6,92.2,0.3,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-182.0,163.0,0.0,-7.0,-19.0,80.9,-81.1,-1.1,82.5,0.3,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-140.0,184.0,-74.0,-7.0,-31.0,55.4,-92.6,38.3,53.5,1.9,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-60.0,183.0,-145.0,-9.0,-23.0,22.7,-90.6,66.1,25.4,1.9,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
